,Media Source,Tweet,Date,Compound,Positive,Negative,Neutral,Dates
407,@nytimes,"He was always smiling, always laughing and running, like the average 4-year-old,” a neighbor said. “That’s why this… https://t.co/cZNILgbREW",Sat Sep 29 19:30:05 +0000 2018,0.8271,0.367,0.0,0.633,2018-09-29 19:30:05
203,@CNN,"Ciham Ali Ahmed was imprisoned at 15 years old. Now six years later, her family says they don't know where she is o… https://t.co/07xI3uUH7M",Sat Sep 29 19:31:06 +0000 2018,-0.4588,0.0,0.115,0.885,2018-09-29 19:31:06
308,@FoxNews,".@VP Mike Pence takes the stage with his son, @USMC 1st Lt. Michael Pence (left), who was among seven aviators earn… https://t.co/SAsar44Tgy",Sat Sep 29 19:37:57 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 19:37:57
104,@CBSNews,Can blockchain save local reporting? A new start-up called Civil thinks cryptocurrency may be journalism's savior… https://t.co/r0pSr3NrHz,Sat Sep 29 19:39:47 +0000 2018,0.4939,0.176,0.0,0.824,2018-09-29 19:39:47
406,@nytimes,Text messages that were supposed to warn Indonesians of a possible tsunami were foiled when cellphone towers were d… https://t.co/A3nTUxRGuF,Sat Sep 29 19:45:07 +0000 2018,-0.1027,0.0,0.072,0.928,2018-09-29 19:45:07
307,@FoxNews,"BREAKING: FBI contacts second Kavanaugh accuser, Deborah Ramirez, as part of newly authorized investigation. https://t.co/l52xQrtZyJ",Sat Sep 29 19:45:20 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 19:45:20
306,@FoxNews,Two police officers killed after shootout in Mississippi. https://t.co/rHXSCtvOQA,Sat Sep 29 19:52:00 +0000 2018,-0.6705,0.0,0.36,0.64,2018-09-29 19:52:00
103,@CBSNews,Super PAC aligned with House GOP leadership cuts off millions of dollars in funding for two vulnerable Republicans… https://t.co/l3mYljCQZj,Sat Sep 29 19:59:48 +0000 2018,0.2023,0.163,0.171,0.667,2018-09-29 19:59:48
405,@nytimes,"A Sloan Kettering executive will give up his $1.4 million stake in a biotech start-up, as the hospital re-examines… https://t.co/0yV9ZY68y7",Sat Sep 29 20:00:03 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 20:00:03
202,@CNN,"""What is... yes?"" A ""Jeopardy!"" contestant surprised his girlfriend with a marriage proposal https://t.co/65FSnOOE7M https://t.co/O5nJzZCYM8",Sat Sep 29 20:00:31 +0000 2018,0.2942,0.154,0.0,0.846,2018-09-29 20:00:31
305,@FoxNews,Sen. @JeffFlake defends call for Kavanaugh delay: 'We're coming apart at the seams' https://t.co/2mhgYVqgwO,Sat Sep 29 20:00:41 +0000 2018,-0.3182,0.0,0.15,0.85,2018-09-29 20:00:41
404,@nytimes,Golf Digest and college students helped free a man wrongly convicted of murder. Here's the week in good news. https://t.co/yzDgXavDaQ,Sat Sep 29 20:02:02 +0000 2018,0.128,0.23,0.175,0.595,2018-09-29 20:02:02
403,@nytimes,"""Rarely has the reputation of a leader fallen so far, so fast."" Aung San Suu Kyi: Nobel laureate, democracy icon an… https://t.co/mZsqBBfYGG",Sat Sep 29 20:15:06 +0000 2018,-0.3612,0.0,0.111,0.889,2018-09-29 20:15:06
304,@FoxNews,"New details: Boy, 13, attacked by shark in San Diego County during diving trip, suffers serious injuries. https://t.co/HW7WjVPreE",Sat Sep 29 20:16:08 +0000 2018,-0.7269,0.057,0.326,0.617,2018-09-29 20:16:08
102,@CBSNews,"FBI reaches out to Deborah Ramirez, the second woman to accuse Brett Kavanaugh of sexual misconduct… https://t.co/VGSw9GSPmK",Sat Sep 29 20:19:33 +0000 2018,-0.1531,0.067,0.1,0.833,2018-09-29 20:19:33
303,@FoxNews,Dog in Virginia possibly 'clawed' its way out of plastic bag prior to rescue. https://t.co/gvv7K7w1K0,Sat Sep 29 20:27:13 +0000 2018,0.5106,0.191,0.0,0.809,2018-09-29 20:27:13
201,@CNN,Why the world's leaders may regret laughing at Donald Trump | By Nic Robertson for @CNNOpinion… https://t.co/OSqC3AWTmf,Sat Sep 29 20:31:05 +0000 2018,0.1027,0.16,0.14,0.7,2018-09-29 20:31:05
402,@nytimes,"After 45 years, more than 1,000 fights and some of the most lucrative and controversial matches of all time, HBO is… https://t.co/4mMsRAGgP2",Sat Sep 29 20:31:08 +0000 2018,-0.6159,0.0,0.201,0.799,2018-09-29 20:31:08
0,@BBC,Chile has launched a huge hiking route through its Patagonian wilderness. 🌲😍🏔  https://t.co/WFIcKZe5Hv https://t.co/RLKjTx2Emo,Sat Sep 29 20:32:03 +0000 2018,0.4215,0.257,0.0,0.743,2018-09-29 20:32:03
101,@CBSNews,Shark attacks teen at Southern California beach https://t.co/2z1V2ElGzj https://t.co/l81bvYWvg9,Sat Sep 29 20:39:46 +0000 2018,-0.4404,0.0,0.266,0.734,2018-09-29 20:39:46
302,@FoxNews,"Lindsay Lohan gets punched in the face after accusing refugee parents of trafficking, trying to take the kids. https://t.co/NnLJMQhAAL",Sat Sep 29 20:43:46 +0000 2018,-0.1779,0.0,0.086,0.914,2018-09-29 20:43:46
401,@nytimes,A 2016 law in France penalized paying for sex instead of selling it. But some prostitutes say that law puts them in… https://t.co/Cr8QXhubCD,Sat Sep 29 20:45:01 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 20:45:01
301,@FoxNews,"NYC airport workers to earn nation's highest minimum wage.
https://t.co/og3aG0vfp0",Sat Sep 29 20:50:42 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 20:50:42
300,@FoxNews,"The 7.5 magnitude earthquake in Indonesia triggered a massive tsunami, leaving at least 300 dead.… https://t.co/mn4rkG4MBB",Sat Sep 29 20:55:44 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 20:55:44
100,@CBSNews,"Inside the tiny green huts that shelter London's cab drivers, where only those with ""the knowledge"" can get inside… https://t.co/2uXGblkMvy",Sat Sep 29 20:59:32 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 20:59:32
400,@nytimes,The clock has begun ticking on the one-week FBI investigation into sexual misconduct allegations made against Brett… https://t.co/2iTIWCs99o,Sat Sep 29 21:00:09 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 21:00:09
200,@CNN,"The FBI has reached out to Deborah Ramirez, who has accused Brett Kavanaugh of inappropriate sexual behavior when t… https://t.co/WEbuyKazm7",Sat Sep 29 21:00:10 +0000 2018,-0.2023,0.065,0.102,0.833,2018-09-29 21:00:10
